"original_food_id","original_food_name","food_genus_id","food_genus_description","food_group","food_subgroup","food_genus_confidence","fct_name","data_reference_original_id","moisture_in_g","energy_in_kcal","energy_in_kj","nitrogen_in_g","totalprotein_in_g","totalfats_in_g","saturatedfa_in_g","monounsaturatedfa_in_g","polyunsaturatedfa_in_g","cholesterol_in_mg","carbohydrates_in_g","fibre_in_g","ash_in_g","ca_in_mg","fe_in_mg","mg_in_mg","p_in_mg","k_in_mg","na_in_mg","zn_in_mg","cu_in_mg","mn_in_mcg","i_in_mcg","se_in_mcg","vitamina_in_rae_in_mcg","thiamin_in_mg","riboflavin_in_mg","niacin_in_mg","vitaminb6_in_mg","folicacid_in_mcg","folate_in_mcg","vitaminb12_in_mcg","pantothenate_in_mg","biotin_in_mcg","vitaminc_in_mg","vitamind_in_mcg","vitamine_in_mg","phytate_in_mg"
"11-813","Biscuits, sandwich, cream",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011","2.3","477","2001","0.88","5.0",NA,"13.31","6.77","2.06",NA,NA,"3.1",NA,"118","2.19","29","102","253","188","0.6","0.20",NA,"8","2",NA,0.16,"0.05",1.6,0.06,NA,NA,"0.0","0.56","3.0","0","0.0","2.25",NA
"11-797","Biscuits, semi-sweet",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011","2.0","444","1874","1.13","6.4",NA,"5.08","7.43","1.88",NA,NA,"2.7",NA,"157","2.03","23","99","168","358","1.0","0.09",NA,"0","3",NA,0.12,"0.01",1.4,0.06,NA,NA,"0.0","0.48","3.5","0","0.0","2.85",NA
"11-806","Biscuits, short or sweet, half coated in chocolate",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011","2.2","506","2124","1.06","6.0",NA,"12.50","8.27","2.15",NA,NA,"1.4",NA,"123","2.40","35","123","260","249","0.7","0.27",NA,"8","4",NA,0.1,"0.08",0.9,0.07,NA,NA,"0","0.37","2.5","0","0","1.84",NA
"11-796","Biscuits, short, sweet",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011","2.9","479","2016","0.98","5.6",NA,"10.05","7.51","2.16",NA,NA,"2.2",NA,"95","1.64","20","106","155","403","0.7","0.12",NA,"0","3",NA,0.17,"0.02",1.3,0.05,NA,NA,"0.0","0.37","2.3","0","0.0","2.68",NA
"11-1034","Biscuits, wholemeal, homemade",NA,NA,NA,NA,NA,"UK21","Recalculated 2014","7.6","369","1561","2.14","12.7",NA,"3.89","1.62","0.95",NA,NA,"9.2",NA,"104","2.26","82","315","423","69","2.0","0.34",NA,"21","5",NA,0.26,"0.20",4.4,0.37,NA,NA,"0.5","0.99","8.4","1","0.1","0.76",NA
"13-059","Black gram, chilki urad dahl, dried, split, boiled in unsalted water",NA,NA,NA,NA,NA,"UK21","Vegetables, Herbs and Spices Supplement, 1991","72.0","90","382","1.28","8.0",NA,"0.10","0.10","0.20",NA,NA,NA,NA,"41","2.00","49","92","260","13","0.9","0.23",NA,NA,NA,NA,0.11,"0.09",0.5,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"13-058","Black gram, chilki urad dahl, split, dried, raw",NA,NA,NA,NA,NA,"UK21","Vegetables, Herbs and Spices Supplement, 1991","11.5","287","1216","4.16","26.0",NA,"0.20","0.20","0.70",NA,NA,NA,NA,"130","6.30","150","290","800","40","2.8","0.72",NA,NA,NA,NA,0.42,"0.37",2,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"13-061","Black gram, duhli urad dahl, split, dried, boiled in unsalted water",NA,NA,NA,NA,NA,"UK21","Vegetables, Herbs and Spices Supplement, 1991","71.3","96","409","1.29","8.1",NA,"0.10","0.10","0.20",NA,NA,NA,NA,"23","2.00","42","87","260","13","0.9","0.23",NA,NA,NA,NA,0.11,"0.09",0.5,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"13-060","Black gram, duhli urad dahl, split, dried, raw",NA,NA,NA,NA,NA,"UK21","Vegetables, Herbs and Spices Supplement, 1991","11.5","298","1262","4.35","27.2",NA,"0.20","0.20","0.70",NA,NA,NA,NA,"72","6.30","130","270","800","40","2.8","0.72",NA,NA,NA,NA,0.42,"0.37",2,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"13-057","Black gram, urad gram, whole, dried, boiled in unsalted water",NA,NA,NA,NA,NA,"UK21","Vegetables, Herbs and Spices Supplement, 1991","71.3","89","379","1.25","7.8",NA,"0.10","0.10","0.20",NA,NA,NA,NA,"49","2.00","52","120","260","13","0.9","0.23",NA,NA,NA,NA,0.11,"0.09",0.5,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"13-056","Black gram, urad gram, whole, dried, raw","1709.9.03","gram, black, dried, raw","Pulses and Beans","pulses, other and products","h","UK21","Vegetables, Herbs and Spices Supplement, 1991","11.5","275","1169","3.98","24.9",NA,"0.20","0.20","0.70",NA,NA,NA,NA,"150","6.30","160","370","800","40","2.8","0.72",NA,NA,NA,NA,0.42,"0.37",2,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"19-114","Black pudding, dry-fried",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. LGC, Analytical survey of meat products, 1990-1991","44.3","297","1236","1.65","10.3",NA,"8.50","8.10","3.60",NA,NA,NA,NA,"120","12.30","16","80","110","940","0.7","0.11",NA,"5","6",NA,0.09,"0.07",1,0.04,NA,NA,"1.0","0.60","2.0","0","0.7","0.24",NA
"19-113","Black pudding, raw",NA,NA,NA,NA,NA,"UK21","LGC, Analytical survey of meat products, 1990-1991","50.3","277","1154","1.46","9.1",NA,"7.70","9.50","2.40",NA,NA,NA,NA,"110","10.90","14","70","95","830","0.6","0.10",NA,"4","5",NA,0.09,"0.07",1.2,0.09,NA,NA,"1.0","0.41","4.0","0","0.6","0.16",NA
"14-388","Blackberries, raw",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","87.5","27","115","0.18","1.1000000000000001",NA,"0","0.1","0.1",NA,NA,"3.4",NA,"24","0.31","18","24","154","1","0.17","7.0000000000000007E-2",NA,"1","0",NA,0.02,"0.05",0.5,0.05,NA,NA,"0","0.25","0.4","7","0","2.37",NA
"14-049","Blackberries, stewed with sugar",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","78.9","56","239","0.11","0.7",NA,"0","0.10","0.10",NA,NA,"2.4",NA,"32","0.50","17","24","130","1","0.2","0.09",NA,NA,"0",NA,0.01,"0.03",0.3,0.03,NA,NA,"0.0","0.15","0.2","9","0.0","1.85",NA
"14-050","Blackberries, stewed without sugar",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. Fruit and Nuts Supplement, 1992","87.2","21","88","0.12","0.8",NA,"0","0.10","0.10",NA,NA,NA,NA,"35","0.60","19","26","140","1","0.2","0.09",NA,NA,"0",NA,0.01,"0.03",0.3,0.03,NA,NA,"0.0","0.16","0.3","10","0.0","2.03",NA
"14-349","Blackberry and apple, stewed with sugar",NA,NA,NA,NA,NA,"UK21","Updated 2014","79.8","63","268","0.07","0.4",NA,"0.03","0.05","0.09",NA,NA,NA,NA,"16","0.30","9","14","94","2","0.1","0.06",NA,NA,"0",NA,0.02,"0.02",0.2,0.04,NA,NA,"0.0","0.06","0.5","9","0.0","0.84",NA
"14-364","Blackberry and apple, stewed without sugar",NA,NA,NA,NA,NA,"UK21","Updated 2014","88.3","28","118","0.08","0.5",NA,"0.03","0.05","0.10",NA,NA,NA,NA,"17","0.31","10","15","103","2","0.1","0.05",NA,NA,"0",NA,0.03,"0.03",0.2,0.05,NA,NA,"0.0","0.09","0.8","13","0.0","0.93",NA
"17-845","Blackcurrant juice drink/squash, diluted",NA,NA,NA,NA,NA,"UK21","LFRA, Nutritional analysis of soft drinks, 1993; and industry data, 2013","93.1","27","115","0.00","0.0",NA,"0.00","0.00","0.00",NA,NA,"0.0",NA,"1","0.03","0","0","12","2","0.0","0.00",NA,"0","0",NA,0,"0",NA,NA,NA,NA,"0.0","0","0",NA,"0.0",NA,NA
"17-737","Blackcurrant juice drink/squash, undiluted",NA,NA,NA,NA,NA,"UK21","LFRA, Nutritional analysis of soft drinks, 1993; and industry data, 2013","47.5","204","869","0.02","0.1",NA,"0.00","0.00","0.00",NA,NA,"0.0",NA,"8","0.20","2","3","92","16","0.1","0.01",NA,"0","0",NA,0,"0",NA,NA,NA,NA,"0.0","0","0",NA,"0.0",NA,NA
"14-053","Blackcurrants, raw",NA,NA,NA,NA,NA,"UK21","MW1, 1940; and Fruit and Nuts Supplement, 1992","77.4","28","121","0.15","0.9",NA,"0","0","0",NA,NA,NA,NA,"60","1.30","17","43","370","3","0.3","0.14",NA,NA,NA,NA,0.03,"0.06",0.3,0.08,NA,NA,"0.0","0.40","2.4","200","0.0","1.00",NA
"14-054","Blackcurrants, stewed with sugar",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","72.9","58","252","0.12","0.7",NA,"0","0","0",NA,NA,"2.8",NA,"47","1.00","13","33","290","2","0.3","0.11",NA,NA,NA,NA,0.02,"0.04",0.2,0.05,NA,NA,"0.0","0.23","1.4","115","0.0","0.78",NA
"14-055","Blackcurrants, stewed without sugar",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. Fruit and Nuts Supplement, 1992","80.7","24","103","0.13","0.8",NA,"0","0","0",NA,NA,NA,NA,"51","1.10","14","36","320","2","0.3","0.12",NA,NA,NA,NA,0.02,"0.04",0.2,0.05,NA,NA,"0.0","0.26","1.5","130","0.0","0.83",NA
"12-557","Blancmange, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2014","77.1","96","405","0.52","3.3",NA,"1.02","0.38","0.02",NA,NA,NA,NA,"114","0.04","10","90","148","41","0.4","0.01",NA,"29","1",NA,0.03,"0.20",0.1,0.05,NA,NA,"0.8","0.58","2.8","1","0","0.03",NA
"16-170","Bloater, flesh only, grilled",NA,NA,NA,NA,NA,"UK21","MW1, 1940","55.6","251","1043","3.76","23.5",NA,"4.40","7.30","3.60",NA,NA,NA,NA,"86","1.70","45","360","450","700","1.3","0.21",NA,NA,"50",NA,0,"0.27",4,0.35,NA,NA,"15.0","0.78","7.0","0","25.0","1.00",NA
"16-171","Bloater, flesh only, grilled, weighed with bones and skin",NA,NA,NA,NA,NA,"UK21","MW1, 1940","36.1","163","678","2.44","15.3",NA,"2.90","4.80","2.30",NA,NA,NA,NA,"56","1.10","29","230","290","450","0.8","0.14",NA,NA,"32",NA,0,"0.18",2.6,0.23,NA,NA,"1.0","0.51","4.0","0","16.2","0.65",NA
"14-325","Blueberries",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013","85.7","40","169","0.14","0.9",NA,"0.02","0.04","0.11",NA,NA,"1.5",NA,"10","0.55","5","16","66","2","0.1","0.06",NA,"2","0",NA,0.04,"0.04",0.3,0.01,NA,NA,"0.0","0.20","1.5","6","0.0","0.94",NA
"16-004","Boal, raw",NA,NA,NA,NA,NA,"UK21","Fish and Fish Products Supplement, 1993","73.0","86","362","2.46","15.4",NA,NA,NA,NA,NA,NA,NA,NA,"83","0.80",NA,"490","250",NA,"0.7","0.05",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"5.0",NA,NA,"0",NA,NA,NA
"19-476","Bolognese sauce (with meat), homemade",NA,NA,NA,NA,NA,"UK21","Updated 2013","70.5","161","668","1.89","11.8",NA,"4.20","4.40","1.86",NA,NA,"0.7",NA,"16","1.13","16","104","288","180","2.3","0.05",NA,"6","4",NA,0.09,"0.08",3,0.22,NA,NA,"0.9","0.28","1.1","3","0.4","1.97",NA
"19-475","Bolognese sauce (with meat), made with extra lean minced beef, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2013","76.9","108","452","2.08","13.0",NA,"1.49","1.66","1.69",NA,NA,"0.6",NA,"16","1.19","17","115","305","186","2.5","0.08",NA,"8","4",NA,0.09,"0.08",3.3,0.24,NA,NA,"0.9","0.31","1.1","3","0.3","1.97",NA
"16-005","Bombay duck",NA,NA,NA,NA,NA,"UK21","Fish and Fish Products Supplement, 1993","16.7","283","1197","9.87","61.7",NA,NA,NA,NA,NA,NA,NA,NA,"1390","19.10",NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,0.03,"0.07",5.7,0.97,NA,NA,NA,NA,NA,"0","0",NA,NA
"17-764","Bombay mix",NA,NA,NA,NA,NA,"UK21","LGC, Survey on the Nutritional Composition of savoury snack and nuts, 1993; and industry data, 2013. Fatty Acid Supplement, 1998 (14-807)","3.5","503","2099","3.01","18.8",NA,"3.95","16.33","11.14",NA,NA,"8.8",NA,"58","3.80","100","290","770","640","2.5","0.62",NA,NA,NA,NA,0.38,"0.10",4.3,0.54,NA,NA,"0.0","1.19","24.0","0","0.0","4.71",NA
"17-770","Bouillabaisse, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2014","75.0","139","579","1.80","11.3",NA,"1.34","6.42","0.88",NA,NA,NA,NA,"29","0.80","15","145","232","54","0.4","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0.1",NA,NA
"17-766","Bounty bar and own brand equivalents",NA,NA,NA,NA,NA,"UK21","Data from manufacturer (Mars). Total carbohydrate and its components, starch and sugars, are expressed as their monosaccharide equivalents. Fatty acid data is available in obsoleted  17-082  but from a sample with slightly different fatty acid proportions","8.6","480","2012","0.59","3.7",NA,"20.50","4.80","0.80",NA,NA,"3.2",NA,"57","1.50","39","102","320","180","0.6","0.47",NA,NA,NA,NA,0.04,"0.13",0.3,0.03,NA,NA,"0","0.25","1.0","0","0.3","0.32",NA
"18-392","Brain, lamb, boiled",NA,NA,NA,NA,NA,"UK21","MW4, 1978. Values reviewed for Meat Products and Dishes Supplement, 1996","77.0","126","523","1.86","11.6",NA,"2.00","1.70","1.00",NA,NA,NA,NA,"11","1.40","15","320","190","210","1.4","0.23",NA,NA,NA,NA,0.1,"0.24",2.1,0.08,NA,NA,"8.0","1.40","3.0","17","0","1.10",NA
"11-906","Bran, wheat",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient survey of flours and grains, 2005","10.4","186","785","2.35","14.8",NA,"0.89","0.74","2.86",NA,NA,"41.3",NA,"65","8.60","389","1078","1269","3","5.6","1.04",NA,"0","14",NA,0.93,"0.33",26.1,1.15,NA,NA,"0.0","2.50","32.3","0","0.0","1.02",NA
"11-1036","Brandy snaps, homemade",NA,NA,NA,NA,NA,"UK21","Recalculated 2014","3.2","489","2055","0.48","2.8",NA,"14.16","5.70","0.83",NA,NA,"1.2",NA,"39","1.13","9","39","80","272","0.3","0.10",NA,"10","1",NA,0.06,"0.03",0.5,0.05,NA,NA,"0.1","0.11","0.5","0","0.2","0.66",NA
"19-115","Brawn",NA,NA,NA,NA,NA,"UK21","MW4, 1978. Values reviewed for Meat Products and Dishes Supplement, 1996","72.0","153","636","1.99","12.4",NA,NA,NA,NA,NA,NA,NA,NA,"38","1.00","7","60","85","750","1.3","0.19",NA,NA,NA,NA,0.05,"0.08",1,0.05,NA,NA,"0","0.90","0","0",NA,"0.06",NA
"14-871","Brazil nuts, kernel only",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. LGC, Savoury snacks and nuts, 1989-1991; Fatty Acids Supplement, 1998; selenium from Analysis of foods for Selenium 1994","2.8","683","2816","2.61","14.3",NA,"17.41","22.36","25.43",NA,NA,NA,NA,"170","2.50","410","590","660","3","4.2","1.76",NA,"20","254",NA,0.67,"0.03",0.3,0.31,NA,NA,"0.0","0.41","11.0","0","0.0","7.18",NA
"14-884","Brazil nuts, kernel only, weighed with shells",NA,NA,NA,NA,NA,"UK21","LGC, Savoury snacks and nuts, 1989-1991; Fatty acids calculated from Fatty Acid Supplement, 1998; selenium calculated from Analysis of foods for Selenium 1994","1.3","314","1295","1.20","6.5",NA,"8.01","10.29","11.24",NA,NA,NA,NA,"78","1.10","190","270","300","1","1.9","0.81",NA,"9","117",NA,0.31,"0.01",0.1,0.14,NA,NA,"0.0","0.19","5.0","0","0.0","3.30",NA
"11-1038","Bread pudding, homemade",NA,NA,NA,NA,NA,"UK21","Recalculated 2014","32.3","289","1220","0.99","5.9",NA,NA,NA,NA,NA,NA,NA,NA,"144","1.42","23","108","374","238","0.7","0.19",NA,NA,"3",NA,0.13,"0.17",0.8,0.09,NA,NA,"0.6","0.40","3.0","0",NA,NA,NA
"11-1144","Bread rolls, brown, crusty",NA,NA,NA,NA,NA,"UK21","Data from Cereals and cereal Products Supplement, 1988;  with some vitamins from LGC, nutrient analysis of bread and morning goods, 1999; and selenium from Analysis of foods for Selenium 1994.","30.5","255","1085","1.81","10.3",NA,"0.60","0.60","0.70",NA,NA,NA,NA,"100","3.20","65","190","200","380","1.5","0.34",NA,"7","4",NA,0.32,"0.15",3.8,0.2,NA,NA,"0.0","0.50","4.0","0","0.0","0",NA
"11-983","Bread rolls, brown, soft",NA,NA,NA,NA,NA,"UK21","LLGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Inorganics estimated from brown bread","36.4","236","1004","1.70","9.9",NA,"1.10","1.00","1.00",NA,NA,"4.3",NA,"201","2.40","49","170","234","380","1.4","0.18",NA,"6","6",NA,0.29,"0.14",3.5,0.18,NA,NA,"0.0","0.50","3.0","0","0.0","0",NA
"11-984","Bread rolls, malted wheat",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013","34.5","238","1009","1.70","10.0",NA,"1.08","1.14","1.42",NA,NA,"4.4",NA,"209","1.90","39","138","191","370","1.1","0.18",NA,"8","4",NA,0.24,"0.09",2.7,0.19,NA,NA,"0.0","0.51","0.7","0","0.0","0.23",NA
"11-985","Bread rolls, white, crusty",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013","29.7","262","1116","1.60","9.2",NA,"0.51","0.48","0.72",NA,NA,"2.9",NA,"177","1.70","22","104","164","400","0.9","0.13",NA,"4","4",NA,0.22,"0.07",2,0.03,NA,NA,"0.0","0.42","0.9","0","0.0","0.23",NA
"11-1006","Bread rolls, white, soft",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Updated 2013.","35.6","254","1078","1.60","9.3",NA,"0.62","0.59","0.82",NA,NA,"2.6",NA,"184","1.50","23","99","145","400","0.9","0.13",NA,"4","6",NA,0.2,"0.06",1.8,0.03,NA,NA,"0.0","0.40","1.0","0","0.0","0.20",NA
"11-986","Bread rolls, wholemeal",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Vitamins (except folate) either estimated from wholemeal bread or from 50-064 (CCP, 1988).","37.2","244","1037","1.80","10.4",NA,"0.80","0.90","0.70",NA,NA,"5.5",NA,"87","2.40","61","197","248","380","1.7","0.26",NA,"6","7",NA,0.3,"0.09",4.1,0.1,NA,NA,"0.0","0.60","6.0","0","0.0","0.30",NA
"17-664","Bread sauce, made with semi-skimmed milk, HOMEMADE",NA,NA,NA,NA,NA,"UK21","Updated 2013","76.6","97","411","0.65","4.0",NA,"1.43","0.55","0.17",NA,NA,NA,NA,"105","0.36","13","88","166","93","0.5","0.05",NA,"22",NA,NA,0.11,"0.16",0.4,0.06,NA,NA,"0.6","0.43","2.3","1","0","0.12",NA
"17-771","Bread sauce, made with skimmed milk, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2014","78.0","88","372","0.69","4.2",NA,"0.41","0.49","0.17",NA,NA,"0.5",NA,"110","0.46","14","88","164","142","0.5","0.04",NA,"21","1",NA,0.05,"0.15",0.3,0.06,NA,NA,"0.6","0.30","2.0","1",NA,NA,NA
"17-772","Bread sauce, made with whole milk, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2014","75.8","108","455","0.67","4.1",NA,"1.90","1.10","0.24",NA,NA,"0.5",NA,"107","0.46","14","88","161","141","0.5","0.04",NA,"22",NA,NA,0.05,"0.15",0.3,0.06,NA,NA,"0.6","0.35","2.0","1",NA,NA,NA
"11-971","Bread, brown, average",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013","41.2","207","882","1.40","7.9",NA,"0.43","0.43","0.65",NA,NA,"5.0",NA,"186","2.20","45","157","216","400","1.3","0.17",NA,"6","4",NA,0.22,"0.07",2.8,0.17,NA,NA,"0.0","0.46","3.0","0","0.0","0.01",NA
"11-1136","Bread, brown, toasted",NA,NA,NA,NA,NA,"UK21","Data calculated from LGC, Nutrient analysis of bread and morning goods, 1999, using 22% weight loss","24.6","266","1131","1.79","10.1",NA,"0.55","0.55","0.83",NA,NA,"6.4",NA,"238","2.82","58","201","277","513","1.7","0.22",NA,"8","5",NA,0.24,"0.08",3.4,0.16,NA,NA,"0.0","0.44","3.8","0","0.0","0.01",NA
"11-969","Bread, ciabatta",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Some inorganics  and vitamins estimated from white bread, French stick.","29.2","271","1150","1.80","10.2",NA,"0.57","2.11","0.86",NA,NA,"3.3",NA,"121","1.40","22","100","152","350","0.7","0.09",NA,"10","19",NA,0.24,"0.06",2,0.07,NA,NA,"0.0","0.40","1.0","0","0.0","0.47",NA
"11-937","Bread, garlic and herb, retail",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013","25.8","348","1459","1.23","7.0",NA,"8.63","5.39","1.56",NA,NA,"2.7",NA,"126","1.57","21","88","149","476","0.7","0.08",NA,"3","1",NA,0.23,"0.13",1.1,0.14,NA,NA,"0.1","0.20","0.6","0","0","1.79",NA
"11-462","Bread, malt, fruited",NA,NA,NA,NA,NA,"UK21","Data from LGC, Nutrient analysis of bread and morning goods, 1999. Vit B6, vit B12, pantothenate and biotin from 50-042.","24.2","295","1256","1.40","7.8",NA,"0.52","1.00","1.01",NA,NA,"3.5",NA,"104","1.70","37","125","234","246","0.7","0.14",NA,"27","10",NA,0.24,"0.32",2.4,0.11,NA,NA,"0.0",NA,NA,"0","0","0.18",NA
"11-972","Bread, malted wheat",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013","34.9","237","1005","1.65","9.6",NA,"0.58","0.61","0.76",NA,NA,"5.3",NA,"209","1.90","39","138","191","400","1.1","0.18",NA,"8","6",NA,0.24,"0.09",2.7,0.19,NA,NA,"0.0","0.51","0.7","0","0.0","0.23",NA
"11-910","Bread, naan, peshwari naan, takeaway and retail",NA,NA,NA,NA,NA,"UK21","University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007","32.4","251","1058","1.22","7.6",NA,"3.13","2.58","1.69",NA,NA,"5.6",NA,"226","1.37","28","310","197","390","0.7","0.17",NA,NA,"0",NA,0.11,"0.03",2.6,NA,NA,NA,"0","0.45","4.0","0",NA,"1.62",NA
"11-973","Bread, naan, retail",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Vitamin K1  from Bolton-Smith et al, Br J Nutr, 83, 2000.","30.8","285","1206","1.40","7.8",NA,"0.97","3.05","2.37",NA,NA,"2.9",NA,"187","1.60","21","299","172","360","0.7","0.09",NA,NA,"0",NA,0.27,"0.05",3,NA,NA,NA,"0",NA,NA,"0","0.1","0.64",NA
"11-974","Bread, pitta, white",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Additional vitamin data from 11-090 (CCP, 1988)","31.4","255","1084","1.60","9.1",NA,"0.20","0.10","0.50",NA,NA,"2.3",NA,"138","1.90","22","99","178","400","0.8","0.12",NA,NA,"2",NA,0.34,"0.08",2.2,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"11-947","Bread, seeded",NA,NA,NA,NA,NA,"UK21","Industry data, 2013; and calculated","33.0","270","1143","1.74","9.9",NA,"1.00",NA,NA,NA,NA,"6.2",NA,"150","2.30","80","180","226","360","1.5","0.47",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.0",NA,NA
"11-1117","Bread, soda, made with white flour, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2014","34.3","261","1110","1.31","7.6",NA,"0.73","0.32","0.16",NA,NA,"2.7",NA,"114","1.34","20","116","282","150","0.6","0.10",NA,"12","2",NA,0.15,"0.11",1.2,0.11,NA,NA,"0.3","0.43","2.4","1","0","0.42",NA
"11-975","Bread, wheatgerm",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Iodine and Sulphur from 11-098 (1988)","39.7","220","935","1.90","11.1",NA,"0.72","0.69","1.06",NA,NA,"5.7",NA,"212","2.90","64","219","269","390","2.3","0.26",NA,NA,"12",NA,0.34,"0.11",3.6,0.09,NA,NA,"0.0","0.50","1.5","0","0.0","0.48",NA
"11-1145","Bread, white, average",NA,NA,NA,NA,NA,"UK21","Updated 2014","36.1","236","1004","1.54","8.7",NA,NA,NA,NA,NA,NA,"2.9",NA,"155","1.50","22","96","134","400","0.7","0.14",NA,NA,"7",NA,0.22,"0.07",1.6,0.07,NA,NA,"0.0",NA,NA,"0","0.0","0.08",NA
"11-923","Bread, white, crusty bloomer, unsliced, fresh, large",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999","36.0","247","1052","1.61","9.2",NA,"0.39","0.34","0.50",NA,NA,"2.8",NA,"172","1.30","19","89","135","400","0.8","0.12",NA,"4","7",NA,0.21,"0.06",1.6,0.06,NA,NA,"0.0","0.38","2.8","0","0.0","0.22",NA
"11-976","Bread, white, Danish style",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; Cereals and Cereal Products Supplement (1988); and industry data, 2013. Fats estimated from white bread.","37.5","228","967","1.60","9.1",NA,"0.50","0.50","0.90",NA,NA,"3.1",NA,"130","1.70","21","93","110","400","0.6","0.14",NA,NA,"11",NA,0.25,"0.07",2,0.07,NA,NA,"0.0",NA,NA,"0","0.0","0",NA
"11-977","Bread, white, farmhouse or split tin",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013","36.8","241","1025","1.60","9.0",NA,"0.49","0.43","0.63",NA,NA,"2.9",NA,"172","1.30","19","89","135","400","0.8","0.12",NA,"4","5",NA,0.19,"0.06",1.4,0.06,NA,NA,"0.0","0.38","2.8","0","0.0","0.22",NA
"11-978","Bread, white, French stick",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013. Average of flute and baguette","29.0","263","1121","1.60","9.0",NA,"0.34","0.28","0.68",NA,NA,"3.3",NA,"121","1.40","22","100","152","400","0.7","0.09",NA,"10","5",NA,0.21,"0.06",1.7,0.07,NA,NA,"0.0","0.39","0.5","0","0.0","0",NA
"11-979","Bread, white, premium",NA,NA,NA,NA,NA,"UK21","LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013","38.4","230","978","1.50","8.3",NA,NA,NA,NA,NA,NA,"2.8",NA,"177","1.50","25","101","138","400","0.8","0.19",NA,NA,"10",NA,0.23,"0.07",1.5,0.07,NA,NA,"0.0","0.47","1.0","0","0.0","0.17",NA
